"A_topic","B_topic","cosine_similarity","topic_words_A","topic_words_B"
"meloni_speeches.rds_topic_0","milei_speeches.rds_topic_0",0.699787126566443,"coesione, risorse, pnrr, fondi, qui, lavoro, territorio, euro, regioni, milioni","dinero, entonces, ustedes, si, inflación, decir, demanda, precios, problema, va"
"meloni_speeches.rds_topic_0","milei_speeches.rds_topic_1",0.714670018775904,"coesione, risorse, pnrr, fondi, qui, lavoro, territorio, euro, regioni, milioni","sector, si, país, argentina, decir, ser, ustedes, campo, vamos, hacer"
"meloni_speeches.rds_topic_0","milei_speeches.rds_topic_2",0.792419063093505,"coesione, risorse, pnrr, fondi, qui, lavoro, territorio, euro, regioni, milioni","si, decir, año, mercado, hacer, entonces, dólares, realidad, ustedes, argentina"
"meloni_speeches.rds_topic_0","milei_speeches.rds_topic_3",0.660720618417323,"coesione, risorse, pnrr, fondi, qui, lavoro, territorio, euro, regioni, milioni","fuerzas, fuerzas armadas, armadas, delito, seguridad, argentina, italia, ustedes, presidente, gracias"
"meloni_speeches.rds_topic_0","milei_speeches.rds_topic_4",0.701138852327267,"coesione, risorse, pnrr, fondi, qui, lavoro, territorio, euro, regioni, milioni","entonces, libertad, además, si, ideas, argentina, decir, solo, hacer, mundo"
"meloni_speeches.rds_topic_0","milei_speeches.rds_topic_5",0.729640537891582,"coesione, risorse, pnrr, fondi, qui, lavoro, territorio, euro, regioni, milioni","libertad, digamos, si, digo, argentina, decir, problema, entonces, ustedes, ser"
"meloni_speeches.rds_topic_0","milei_speeches.rds_topic_6",0.678364311147788,"coesione, risorse, pnrr, fondi, qui, lavoro, territorio, euro, regioni, milioni","israel, holocausto, terrorismo, pueblo, judío, pueblo judío, museo, silencio, secuestrados, atentado"
"meloni_speeches.rds_topic_0","milei_speeches.rds_topic_7",0.745592293691002,"coesione, risorse, pnrr, fondi, qui, lavoro, territorio, euro, regioni, milioni","argentinos, país, política, ciento, nación, años, libertad, ley, argentina, naciones"
"meloni_speeches.rds_topic_0","milei_speeches.rds_topic_8",0.759577137050365,"coesione, risorse, pnrr, fondi, qui, lavoro, territorio, euro, regioni, milioni","mundo, ideas, occidente, si, wokismo, libertad, cpac, política, instituciones, solo"
"meloni_speeches.rds_topic_1","milei_speeches.rds_topic_0",0.271163630312553,"collega, deputati, italia, tema, applausi deputati, fratelli italia, applausi, fratelli, europea, dire","dinero, entonces, ustedes, si, inflación, decir, demanda, precios, problema, va"
"meloni_speeches.rds_topic_1","milei_speeches.rds_topic_1",0.290123061697989,"collega, deputati, italia, tema, applausi deputati, fratelli italia, applausi, fratelli, europea, dire","sector, si, país, argentina, decir, ser, ustedes, campo, vamos, hacer"
"meloni_speeches.rds_topic_1","milei_speeches.rds_topic_2",0.309091784891501,"collega, deputati, italia, tema, applausi deputati, fratelli italia, applausi, fratelli, europea, dire","si, decir, año, mercado, hacer, entonces, dólares, realidad, ustedes, argentina"
"meloni_speeches.rds_topic_1","milei_speeches.rds_topic_3",0.260255986876938,"collega, deputati, italia, tema, applausi deputati, fratelli italia, applausi, fratelli, europea, dire","fuerzas, fuerzas armadas, armadas, delito, seguridad, argentina, italia, ustedes, presidente, gracias"
"meloni_speeches.rds_topic_1","milei_speeches.rds_topic_4",0.225536624508833,"collega, deputati, italia, tema, applausi deputati, fratelli italia, applausi, fratelli, europea, dire","entonces, libertad, además, si, ideas, argentina, decir, solo, hacer, mundo"
"meloni_speeches.rds_topic_1","milei_speeches.rds_topic_5",0.305133528498755,"collega, deputati, italia, tema, applausi deputati, fratelli italia, applausi, fratelli, europea, dire","libertad, digamos, si, digo, argentina, decir, problema, entonces, ustedes, ser"
"meloni_speeches.rds_topic_1","milei_speeches.rds_topic_6",0.309489300967298,"collega, deputati, italia, tema, applausi deputati, fratelli italia, applausi, fratelli, europea, dire","israel, holocausto, terrorismo, pueblo, judío, pueblo judío, museo, silencio, secuestrados, atentado"
"meloni_speeches.rds_topic_1","milei_speeches.rds_topic_7",0.303202301231949,"collega, deputati, italia, tema, applausi deputati, fratelli italia, applausi, fratelli, europea, dire","argentinos, país, política, ciento, nación, años, libertad, ley, argentina, naciones"
"meloni_speeches.rds_topic_1","milei_speeches.rds_topic_8",0.303204472866878,"collega, deputati, italia, tema, applausi deputati, fratelli italia, applausi, fratelli, europea, dire","mundo, ideas, occidente, si, wokismo, libertad, cpac, política, instituciones, solo"
"meloni_speeches.rds_topic_2","milei_speeches.rds_topic_0",0.511828979883634,"europeo, unione, europea, consiglio europeo, consiglio, europa, ue, unione europea, italia, ucraina","dinero, entonces, ustedes, si, inflación, decir, demanda, precios, problema, va"
"meloni_speeches.rds_topic_2","milei_speeches.rds_topic_1",0.526089720368564,"europeo, unione, europea, consiglio europeo, consiglio, europa, ue, unione europea, italia, ucraina","sector, si, país, argentina, decir, ser, ustedes, campo, vamos, hacer"
"meloni_speeches.rds_topic_2","milei_speeches.rds_topic_2",0.519329414646938,"europeo, unione, europea, consiglio europeo, consiglio, europa, ue, unione europea, italia, ucraina","si, decir, año, mercado, hacer, entonces, dólares, realidad, ustedes, argentina"
"meloni_speeches.rds_topic_2","milei_speeches.rds_topic_3",0.439429903430555,"europeo, unione, europea, consiglio europeo, consiglio, europa, ue, unione europea, italia, ucraina","fuerzas, fuerzas armadas, armadas, delito, seguridad, argentina, italia, ustedes, presidente, gracias"
"meloni_speeches.rds_topic_2","milei_speeches.rds_topic_4",0.440406187768086,"europeo, unione, europea, consiglio europeo, consiglio, europa, ue, unione europea, italia, ucraina","entonces, libertad, además, si, ideas, argentina, decir, solo, hacer, mundo"
"meloni_speeches.rds_topic_2","milei_speeches.rds_topic_5",0.548007961297534,"europeo, unione, europea, consiglio europeo, consiglio, europa, ue, unione europea, italia, ucraina","libertad, digamos, si, digo, argentina, decir, problema, entonces, ustedes, ser"
"meloni_speeches.rds_topic_2","milei_speeches.rds_topic_6",0.52170792384919,"europeo, unione, europea, consiglio europeo, consiglio, europa, ue, unione europea, italia, ucraina","israel, holocausto, terrorismo, pueblo, judío, pueblo judío, museo, silencio, secuestrados, atentado"
"meloni_speeches.rds_topic_2","milei_speeches.rds_topic_7",0.531729434295836,"europeo, unione, europea, consiglio europeo, consiglio, europa, ue, unione europea, italia, ucraina","argentinos, país, política, ciento, nación, años, libertad, ley, argentina, naciones"
"meloni_speeches.rds_topic_2","milei_speeches.rds_topic_8",0.5529510281335,"europeo, unione, europea, consiglio europeo, consiglio, europa, ue, unione europea, italia, ucraina","mundo, ideas, occidente, si, wokismo, libertad, cpac, política, instituciones, solo"
