"A_topic","B_topic","cosine_similarity","topic_words_A","topic_words_B"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_0",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","polgármester, város, polgármester úr, ipari, tisztelt hölgyeim, hölgyeim, hölgyeim uraim, városa, uraim, megállapodtunk"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_1",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","semlegesség, gazdasági, miniszter, magyarország, gazdasági semlegesség, tisztelt, önök, úr, elnökség, elnök"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_2",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","járvány, vírus, egészségügyi, járványügyi, operatív, védekezés, ugye, vakcina, nagyon, orvosok"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_3",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","tisztelt hölgyeim, hölgyeim, hölgyeim uraim, uraim, tisztelt, magyar, 2010, önök, amely, azt"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_4",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","ünneplők, tisztelt ünneplők, szabadság, 1956, 56, magyarok, petőfi, szovjet, 1848, nemzet"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_5",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","ők, uniós, európai, én, emberek, például, ezt, ott, unió, ugye"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_6",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","tisztelt hölgyeim, duna, uraim, hölgyeim, hölgyeim uraim, hungarian, kínai, tisztelt, nyugati, világ"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_7",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","háború, ebből háborúból, béke, háborúból, nato, tűzszünet, háborúban, háborús, ukrajna, biztonságát"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_8",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","alkotmány, amikor, tisztelt hölgyeim, talán, politikai, hölgyeim, uraim, hölgyeim uraim, volt, ilyen"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_9",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","szerb, szerbia, szerbiában, vučić, szerbek, albánia, vučić miniszterelnök, szerb magyar, szerbiának, miniszterelnök"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_10",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","ugye, egyébként, emberek, én, ön, például, ezt, kell, szerintem, erről"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_11",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","olimpiai, sport, puskás, futball, olimpia, mtk, magyar sport, magyar futball, öcsi, olimpián"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_12",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","védekezés, árhullám, legmagasabb, víz, homokzsákot, vízügyesek, vízszint, védekezésben, kilométeren, apadás"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_13",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","képviselőtársaim, tisztelt ház, tisztelt képviselőtársaim, ház, ezer, tájékoztatom, tisztelt, tisztelt elnök, milliárd, kormány"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_14",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","georgia, georgiai, arab, belarusz, miniszterelnök, bolgár magyar, bolgár, két ország, itt élő, önök"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_15",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","bayer, bayer zsolt, zsolt, nagyon, én, földi kovács, orbán, kovács andrea, miniszterelnök úr, földi"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_16",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","egyiptom, egyiptomi, elnök, szíszi, szíszi elnök, elnök úr, mi lett, india, elnök úrnak, egyiptomban"
"trump_speeches.rds_topic_0","orban_speeches.rds_topic_17",0,"forces, armed, armed forces, honor, service, space, force, veterans, military, commander","nyugdíjasok, nyugdíjakat, alkotmánybíróság, költségvetést, beoltva, elején, volt konzultáció, évben, következő, 10 000"
