"A_topic","B_topic","cosine_similarity","topic_words_A","topic_words_B"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_0",0.391352873026644,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","polgármester, város, polgármester úr, ipari, tisztelt hölgyeim, hölgyeim, hölgyeim uraim, városa, uraim, megállapodtunk"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_1",0.587969309627482,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","semlegesség, gazdasági, miniszter, magyarország, gazdasági semlegesség, tisztelt, önök, úr, elnökség, elnök"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_2",0.252496494002083,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","járvány, vírus, egészségügyi, járványügyi, operatív, védekezés, ugye, vakcina, nagyon, orvosok"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_3",0.40366844216376,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","tisztelt hölgyeim, hölgyeim, hölgyeim uraim, uraim, tisztelt, magyar, 2010, önök, amely, azt"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_4",0.437952578202736,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","ünneplők, tisztelt ünneplők, szabadság, 1956, 56, magyarok, petőfi, szovjet, 1848, nemzet"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_5",0.378049787290935,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","ők, uniós, európai, én, emberek, például, ezt, ott, unió, ugye"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_6",0.445318733371227,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","tisztelt hölgyeim, duna, uraim, hölgyeim, hölgyeim uraim, hungarian, kínai, tisztelt, nyugati, világ"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_7",0.0538176973956626,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","háború, ebből háborúból, béke, háborúból, nato, tűzszünet, háborúban, háborús, ukrajna, biztonságát"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_8",0.517740217892782,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","alkotmány, amikor, tisztelt hölgyeim, talán, politikai, hölgyeim, uraim, hölgyeim uraim, volt, ilyen"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_9",0.355309714963252,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","szerb, szerbia, szerbiában, vučić, szerbek, albánia, vučić miniszterelnök, szerb magyar, szerbiának, miniszterelnök"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_10",0.401373046926248,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","ugye, egyébként, emberek, én, ön, például, ezt, kell, szerintem, erről"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_11",0.298679558206601,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","olimpiai, sport, puskás, futball, olimpia, mtk, magyar sport, magyar futball, öcsi, olimpián"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_12",0.444161664105934,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","védekezés, árhullám, legmagasabb, víz, homokzsákot, vízügyesek, vízszint, védekezésben, kilométeren, apadás"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_13",0.478549337982647,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","képviselőtársaim, tisztelt ház, tisztelt képviselőtársaim, ház, ezer, tájékoztatom, tisztelt, tisztelt elnök, milliárd, kormány"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_14",0.398194062623593,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","georgia, georgiai, arab, belarusz, miniszterelnök, bolgár magyar, bolgár, két ország, itt élő, önök"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_15",0.458612290245157,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","bayer, bayer zsolt, zsolt, nagyon, én, földi kovács, orbán, kovács andrea, miniszterelnök úr, földi"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_16",0.247935301098238,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","egyiptom, egyiptomi, elnök, szíszi, szíszi elnök, elnök úr, mi lett, india, elnök úrnak, egyiptomban"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_17",0.190684164235257,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","nyugdíjasok, nyugdíjakat, alkotmánybíróság, költségvetést, beoltva, elején, volt konzultáció, évben, következő, 10 000"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_18",0.306323865963704,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","nyugdíjprémium, békéscsaba, amerikai, 2030, nyugdíjasok, ipari, rosenberger, talán, 2018, arra"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_19",0.187679038526109,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","2015, gazdasági, növekedés, államreform, kal, hatósági, bérekről, kormány, azok, önöknek"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_20",0.157017816313541,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","lengyel, közép európát, lengyelország, lengyelek, morawiecki, közép, olyan közép, lengyel megközelítést, visegrad, új szempont"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_21",0.34314304316071,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","kertész, nobel, kertész imre, mária, múzeum, imre, kulturális, kertész imrét, balkáni, szépművészeti"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_22",0.621825303100957,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","ukrajna, 2023, 2023 év, ukrajnáról, alapon áll, tűzszünet, beszélnek ukrajnáról, meg 2023, itt brüsszel, nato"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_23",0.192943430611323,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","progresszív, barátaim, kedves, kedves barátaim, konzervatív, progresszívek, amerikai barátaink, kedves amerikai, nyugati, woke"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_24",0.411457502161979,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","református, kedves cserkészek, cserkészek, gyülekezet, isten, eskütevők, református gimnázium, németajkú, magyar cserkészszövetség, cserkészszövetség"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_25",0.339149587625496,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","török, törökország, török magyar, türk, erdoğan, mélyen tisztelt, erdoğan elnök, elnök, törökországban, mélyen"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_26",0.636370314984598,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","alkotmány, alkotmányos, csatári, ügyészség, legfőbb ügyész, ügyész, legfőbb, történeti, tézisünk, vélem"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_27",0.287483939329848,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","írország, cape verde, cape, verde, rendben vannak, shall, miniszterelnök, akarnak akik, rendben, miniszterelnök úrnak"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_28",0.286832743185607,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","szlovén, szlovénia, muravidéki, tegyék naggyá, horvátországnak, horvátországi, szlavónia, bosznia, megtartották, horvátországban"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_29",0.280359621559996,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","vidék, 2023, széchenyi, nagyvállalkozások, mezőgazdaság, magyar mezőgazdaság, milliárd, kártya, széchenyi kártya, milliárd forintot"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_30",0.286789723207518,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","szlovákia, robert, szlovák, fico, fico miniszterelnök, kedves robert, miniszterelnök úrnak, két ország, miniszterelnök, robert fico"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_31",0.261641149286115,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","ensz, megbetegedések, védelemre, ugye, érdekével, osztrák, migráció, kell törődni, ön, ellentétes"
"bolsonaro_speeches.rds_topic_0","orban_speeches.rds_topic_32",0.27083276352782,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","lezsák, keresztény, keresztények, lezsák sándor, kitüntetést, üldözött, világnak meg, lengyel, lengyel magyar, juttatjuk el"
