"A_topic","B_topic","cosine_similarity","topic_words_A","topic_words_B"
"bolsonaro_speeches.rds_topic_0","milei_speeches.rds_topic_0",0.808269121134838,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","dinero, entonces, ustedes, si, inflación, decir, demanda, precios, problema, va"
"bolsonaro_speeches.rds_topic_0","milei_speeches.rds_topic_1",0.758247961570465,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","sector, si, país, argentina, decir, ser, ustedes, campo, vamos, hacer"
"bolsonaro_speeches.rds_topic_0","milei_speeches.rds_topic_2",0.701840099144659,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","si, decir, año, mercado, hacer, entonces, dólares, realidad, ustedes, argentina"
"bolsonaro_speeches.rds_topic_0","milei_speeches.rds_topic_3",0.86818855258985,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","fuerzas, fuerzas armadas, armadas, delito, seguridad, argentina, italia, ustedes, presidente, gracias"
"bolsonaro_speeches.rds_topic_0","milei_speeches.rds_topic_4",0.956491144814358,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","entonces, libertad, además, si, ideas, argentina, decir, solo, hacer, mundo"
"bolsonaro_speeches.rds_topic_0","milei_speeches.rds_topic_5",0.642546662839052,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","libertad, digamos, si, digo, argentina, decir, problema, entonces, ustedes, ser"
"bolsonaro_speeches.rds_topic_0","milei_speeches.rds_topic_6",0.442253880578934,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","israel, holocausto, terrorismo, pueblo, judío, pueblo judío, museo, silencio, secuestrados, atentado"
"bolsonaro_speeches.rds_topic_0","milei_speeches.rds_topic_7",0.702859799456651,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","argentinos, país, política, ciento, nación, años, libertad, ley, argentina, naciones"
"bolsonaro_speeches.rds_topic_0","milei_speeches.rds_topic_8",0.763058399140881,"vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia","mundo, ideas, occidente, si, wokismo, libertad, cpac, política, instituciones, solo"
"bolsonaro_speeches.rds_topic_1","milei_speeches.rds_topic_0",0.943323158477688,"deus, vida, vou, pessoas, onde, verdade, família, lá, tudo, deus coração","dinero, entonces, ustedes, si, inflación, decir, demanda, precios, problema, va"
"bolsonaro_speeches.rds_topic_1","milei_speeches.rds_topic_1",0.9475376907323,"deus, vida, vou, pessoas, onde, verdade, família, lá, tudo, deus coração","sector, si, país, argentina, decir, ser, ustedes, campo, vamos, hacer"
"bolsonaro_speeches.rds_topic_1","milei_speeches.rds_topic_2",0.943584113520116,"deus, vida, vou, pessoas, onde, verdade, família, lá, tudo, deus coração","si, decir, año, mercado, hacer, entonces, dólares, realidad, ustedes, argentina"
"bolsonaro_speeches.rds_topic_1","milei_speeches.rds_topic_3",0.920273089864704,"deus, vida, vou, pessoas, onde, verdade, família, lá, tudo, deus coração","fuerzas, fuerzas armadas, armadas, delito, seguridad, argentina, italia, ustedes, presidente, gracias"
"bolsonaro_speeches.rds_topic_1","milei_speeches.rds_topic_4",0.812677309369031,"deus, vida, vou, pessoas, onde, verdade, família, lá, tudo, deus coração","entonces, libertad, además, si, ideas, argentina, decir, solo, hacer, mundo"
"bolsonaro_speeches.rds_topic_1","milei_speeches.rds_topic_5",0.944153385015369,"deus, vida, vou, pessoas, onde, verdade, família, lá, tudo, deus coração","libertad, digamos, si, digo, argentina, decir, problema, entonces, ustedes, ser"
"bolsonaro_speeches.rds_topic_1","milei_speeches.rds_topic_6",0.875142689478289,"deus, vida, vou, pessoas, onde, verdade, família, lá, tudo, deus coração","israel, holocausto, terrorismo, pueblo, judío, pueblo judío, museo, silencio, secuestrados, atentado"
"bolsonaro_speeches.rds_topic_1","milei_speeches.rds_topic_7",0.949027397385488,"deus, vida, vou, pessoas, onde, verdade, família, lá, tudo, deus coração","argentinos, país, política, ciento, nación, años, libertad, ley, argentina, naciones"
"bolsonaro_speeches.rds_topic_1","milei_speeches.rds_topic_8",0.948012243946685,"deus, vida, vou, pessoas, onde, verdade, família, lá, tudo, deus coração","mundo, ideas, occidente, si, wokismo, libertad, cpac, política, instituciones, solo"
"bolsonaro_speeches.rds_topic_2","milei_speeches.rds_topic_0",0.918551352554422,"governador, barbalho, caixa, imposto, paraná, prezado, aqui, estado, todos, amigos","dinero, entonces, ustedes, si, inflación, decir, demanda, precios, problema, va"
"bolsonaro_speeches.rds_topic_2","milei_speeches.rds_topic_1",0.93188847165561,"governador, barbalho, caixa, imposto, paraná, prezado, aqui, estado, todos, amigos","sector, si, país, argentina, decir, ser, ustedes, campo, vamos, hacer"
"bolsonaro_speeches.rds_topic_2","milei_speeches.rds_topic_2",0.954967150245739,"governador, barbalho, caixa, imposto, paraná, prezado, aqui, estado, todos, amigos","si, decir, año, mercado, hacer, entonces, dólares, realidad, ustedes, argentina"
"bolsonaro_speeches.rds_topic_2","milei_speeches.rds_topic_3",0.85515827159242,"governador, barbalho, caixa, imposto, paraná, prezado, aqui, estado, todos, amigos","fuerzas, fuerzas armadas, armadas, delito, seguridad, argentina, italia, ustedes, presidente, gracias"
"bolsonaro_speeches.rds_topic_2","milei_speeches.rds_topic_4",0.680747764681665,"governador, barbalho, caixa, imposto, paraná, prezado, aqui, estado, todos, amigos","entonces, libertad, además, si, ideas, argentina, decir, solo, hacer, mundo"
"bolsonaro_speeches.rds_topic_2","milei_speeches.rds_topic_5",0.984158562785623,"governador, barbalho, caixa, imposto, paraná, prezado, aqui, estado, todos, amigos","libertad, digamos, si, digo, argentina, decir, problema, entonces, ustedes, ser"
"bolsonaro_speeches.rds_topic_2","milei_speeches.rds_topic_6",0.970013302949542,"governador, barbalho, caixa, imposto, paraná, prezado, aqui, estado, todos, amigos","israel, holocausto, terrorismo, pueblo, judío, pueblo judío, museo, silencio, secuestrados, atentado"
"bolsonaro_speeches.rds_topic_2","milei_speeches.rds_topic_7",0.963959322678348,"governador, barbalho, caixa, imposto, paraná, prezado, aqui, estado, todos, amigos","argentinos, país, política, ciento, nación, años, libertad, ley, argentina, naciones"
"bolsonaro_speeches.rds_topic_2","milei_speeches.rds_topic_8",0.940265516976179,"governador, barbalho, caixa, imposto, paraná, prezado, aqui, estado, todos, amigos","mundo, ideas, occidente, si, wokismo, libertad, cpac, política, instituciones, solo"
"bolsonaro_speeches.rds_topic_3","milei_speeches.rds_topic_0",0.859835440021674,"todos, minas gerais, gerais, tarcísio, minas, brasil, aqui, obviamente, estado, satisfação","dinero, entonces, ustedes, si, inflación, decir, demanda, precios, problema, va"
"bolsonaro_speeches.rds_topic_3","milei_speeches.rds_topic_1",0.822111406274015,"todos, minas gerais, gerais, tarcísio, minas, brasil, aqui, obviamente, estado, satisfação","sector, si, país, argentina, decir, ser, ustedes, campo, vamos, hacer"
"bolsonaro_speeches.rds_topic_3","milei_speeches.rds_topic_2",0.775298293985923,"todos, minas gerais, gerais, tarcísio, minas, brasil, aqui, obviamente, estado, satisfação","si, decir, año, mercado, hacer, entonces, dólares, realidad, ustedes, argentina"
"bolsonaro_speeches.rds_topic_3","milei_speeches.rds_topic_3",0.90382478233444,"todos, minas gerais, gerais, tarcísio, minas, brasil, aqui, obviamente, estado, satisfação","fuerzas, fuerzas armadas, armadas, delito, seguridad, argentina, italia, ustedes, presidente, gracias"
"bolsonaro_speeches.rds_topic_3","milei_speeches.rds_topic_4",0.955479610089525,"todos, minas gerais, gerais, tarcísio, minas, brasil, aqui, obviamente, estado, satisfação","entonces, libertad, además, si, ideas, argentina, decir, solo, hacer, mundo"
"bolsonaro_speeches.rds_topic_3","milei_speeches.rds_topic_5",0.724331005012561,"todos, minas gerais, gerais, tarcísio, minas, brasil, aqui, obviamente, estado, satisfação","libertad, digamos, si, digo, argentina, decir, problema, entonces, ustedes, ser"
"bolsonaro_speeches.rds_topic_3","milei_speeches.rds_topic_6",0.547273708648131,"todos, minas gerais, gerais, tarcísio, minas, brasil, aqui, obviamente, estado, satisfação","israel, holocausto, terrorismo, pueblo, judío, pueblo judío, museo, silencio, secuestrados, atentado"
"bolsonaro_speeches.rds_topic_3","milei_speeches.rds_topic_7",0.774329664929587,"todos, minas gerais, gerais, tarcísio, minas, brasil, aqui, obviamente, estado, satisfação","argentinos, país, política, ciento, nación, años, libertad, ley, argentina, naciones"
"bolsonaro_speeches.rds_topic_3","milei_speeches.rds_topic_8",0.825098862834243,"todos, minas gerais, gerais, tarcísio, minas, brasil, aqui, obviamente, estado, satisfação","mundo, ideas, occidente, si, wokismo, libertad, cpac, política, instituciones, solo"
"bolsonaro_speeches.rds_topic_4","milei_speeches.rds_topic_0",0.980116980291134,"exército, comandante, comandante exército, general, exército brasileiro, militar, pujol, senhores, forças, generais","dinero, entonces, ustedes, si, inflación, decir, demanda, precios, problema, va"
"bolsonaro_speeches.rds_topic_4","milei_speeches.rds_topic_1",0.955886126251803,"exército, comandante, comandante exército, general, exército brasileiro, militar, pujol, senhores, forças, generais","sector, si, país, argentina, decir, ser, ustedes, campo, vamos, hacer"
"bolsonaro_speeches.rds_topic_4","milei_speeches.rds_topic_2",0.92971770281195,"exército, comandante, comandante exército, general, exército brasileiro, militar, pujol, senhores, forças, generais","si, decir, año, mercado, hacer, entonces, dólares, realidad, ustedes, argentina"
"bolsonaro_speeches.rds_topic_4","milei_speeches.rds_topic_3",0.986627781373358,"exército, comandante, comandante exército, general, exército brasileiro, militar, pujol, senhores, forças, generais","fuerzas, fuerzas armadas, armadas, delito, seguridad, argentina, italia, ustedes, presidente, gracias"
"bolsonaro_speeches.rds_topic_4","milei_speeches.rds_topic_4",0.954248948133941,"exército, comandante, comandante exército, general, exército brasileiro, militar, pujol, senhores, forças, generais","entonces, libertad, además, si, ideas, argentina, decir, solo, hacer, mundo"
"bolsonaro_speeches.rds_topic_4","milei_speeches.rds_topic_5",0.908004957563725,"exército, comandante, comandante exército, general, exército brasileiro, militar, pujol, senhores, forças, generais","libertad, digamos, si, digo, argentina, decir, problema, entonces, ustedes, ser"
