"A_topic","B_topic","cosine_similarity","topic_words_A","topic_words_B"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_0",0.281704652689257,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","vai, questão, governo, países, gente, pessoas, mundo, região, país, pandemia"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_1",0.343971088438346,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","deus, vida, vou, pessoas, onde, verdade, família, lá, tudo, deus coração"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_2",0.478663811024135,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","governador, barbalho, caixa, imposto, paraná, prezado, aqui, estado, todos, amigos"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_3",0.270587649359955,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","todos, minas gerais, gerais, tarcísio, minas, brasil, aqui, obviamente, estado, satisfação"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_4",0.578843457327877,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","exército, comandante, comandante exército, general, exército brasileiro, militar, pujol, senhores, forças, generais"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_5",0.565311252485664,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","cada, hoje, caiado, todos, paulo guedes, guedes, outro, liberdade, brasil hoje, dia"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_6",0.592325881625563,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","direitos, brasil, cubano, nações, deus, humanos, cubana, imprensa, nações unidas, unidas"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_7",0.413279942854224,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","tereza cristina, cristina, tereza, questão, inmetro, agricultura, então, coisa, verdade, passado"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_8",0.556446019476915,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","sacrifício própria, própria vida, servidor, vida, própria, forças, cadetes, 19 93, recebeu 19, servidores"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_9",0.543391394953295,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","mercosul, bloco, senhoras senhores, josé múcio, múcio, josé, senhoras, acordos, reformas, mario abdo"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_10",0.538066580253494,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","piauí, mão santa, povo, parnaíba, tudo, brasil povo, grande, acima, nordeste, brasil"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_11",0.470214081553068,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","toffoli, dias toffoli, levi, jorge, prezado dias, excelência, sentido, vossa excelência, noronha, prezado"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_12",0.45081403308283,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","questão, terno, gente, lá, jorge seif, seif, jorge, então, informação, caiado"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_13",0.396320350298627,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","ceagesp, moretti, 2018, sergipe, vida, bem, lado, bala, obviamente, sempre"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_14",0.211286268958744,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","amazônia, governador, república jair, estado, governadores, sr, jair bolsonaro, presidente, fundo amazônia, então"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_15",0.398307427722602,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","decreto, fraga, arma, lupion, armas, defesa, peninha, senhor ministro, arma fogo, confiar"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_16",0.518949348748489,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","aeronáutica, aérea brasileira, aérea, força aérea, força, israel, comandante, comandante aeronáutica, alícia, prestam"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_17",0.50960761960186,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","brics, cooperação, empresarial, sociedades, temas, ndb, intervenções, inovação, vladimir putin, vladimir"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_18",0.524024616440703,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","marajó, damares, médicos, cubano, revalida, irmãos marajó, internet, pouco, carreiro, programa médicos"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_19",0.498543588609443,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","educação física, esporte, física, marcelo, preparo, preparo físico, veleiro, flávio rocha, exército, físico"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_20",0.445929359020502,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","renan, médico, vacina, flávia arruda, renan calheiros, flávia, titular, arruda, calheiros, pessoas"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_21",0.385064398724166,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","moro, sergio moro, sergio, difícil parte, agressão, criar meios, rosângela, abriu mão, prezado sergio, esposas"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_22",0.390983540735999,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","pacheco, éder mauro, valentina, revolucionando, zequinha marinho, éder, agências, telefone, zequinha, obrigado"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_23",0.499525281479851,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","fórmula, chase, senhor chase, jornalista, carey, senhor, piñera, guaidó, chase carey, presidente"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_24",0.194831298217253,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","furlan, têm brasília, cunha lima, pandemia, grande, cunha, geraldo melo, aqui cima, cinquenta bilhões, vai meio"
"modi_speeches.rds_topic_0","bolsonaro_speeches.rds_topic_25",0.238717360257818,"japan, africa, cooperation, partnership, president, relations, kenya, india, security, excellency","skaf, baleia, paulo skaf, prova, aspirantes, lembro, villas boas, ensino, paulo, justiça andré"
